,name,text,top3_description,top3_description_scibert
27,77e8d68500c14660.json,Du Novo GTN tutorial - Make consensus sequences SRR1799908_forward Input dataset SRR1799908_reverse Input dataset fastq1 fastq2 Du Novo: Make families output dunovo input Du Novo: Correct barcodes output dunovo input Du Novo: Align families output dunovo input Du Novo: Make consensus reads dcs1 dcs2 sscs1 sscs2 dunovo paired paired Sequence Content Trimmer output1 output2 sequence_content_trimmer paired paired Sequence Content Trimmer output1 output2 sequence_content_trimmer runtime parameter for tool Du Novo: Make families runtime parameter for tool Du Novo: Make families runtime parameter for tool Du Novo: Correct barcodes runtime parameter for tool Du Novo: Align families runtime parameter for tool Du Novo: Make consensus reads runtime parameter for tool Sequence Content Trimmer runtime parameter for tool Sequence Content Trimmer runtime parameter for tool Sequence Content Trimmer runtime parameter for tool Sequence Content Trimmer SRR1799908_forward SRR1799908_reverse DCS: Sequence Content Trimmer SSCS: Sequence Content Trimmer,"[149, 698, 32]","[679, 896, 722]"
28,cf8c6f7742b4f3e6.json,"CloudMap Subtract Variants workflow (1 set candidates, 1 sets of variants to subtract) Fasta reference Input dataset Candidate gene list Input dataset Variants for mutant under analysis (VCF file) (e.g. ot266 in CloudMap paper) Input dataset Variants to subtract 1 (VCF file) (e.g. ot260 or ot263 in CloudMap paper) Input dataset Variants to subtract 2 (VCF file) (e.g. ot260 or ot263 in CloudMap paper) Input dataset gatk_variant_combine gatk_variant_select gatk_variant_select SnpEff output statsFile snpeff gatk_variant_select CloudMap: Check snpEff Candidates output check_snpeff_candidates SnpEff output statsFile snpeff CloudMap: Check snpEff Candidates output check_snpeff_candidates","[864, 236, 183]","[864, 148, 236]"
29,86b802ea75d18160.json,"Workflow constructed from history 'K22063917 Assignment attempt FINAL - using wANNOVAR' annotation.bed Input dataset NGS0001.R1.fastq.qz Input dataset NGS0001.R2.fastq.qz Input dataset query.output.exome_summary 5th attempt.txt Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic Filter out_file1 Filter out_file1 FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Flagstat output1 samtools_flagstat Flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam IdxStats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Sort out_file1 VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter bcftools stats output_file bcftools_stats Summary Statistics out_file1 annotation.bed NGS0001.R1.fastq.qz NGS0001.R2.fastq.qz query.output.exome_summary 5th attempt.txt","[726, 1, 610]","[726, 399, 610]"
30,f302d673420a9bdd.json,"Workflow constructed from history 'K22063917 Assignment attempt FINAL -wANNOVAR and SnpEffeff in one history' annotation.bed Input dataset NGS0001.R1.fastq.qz Input dataset NGS0001.R2.fastq.qz Input dataset query.output.exome_summary 5th attempt.txt Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic Filter out_file1 Filter out_file1 FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Flagstat output1 samtools_flagstat Flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam IdxStats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Sort out_file1 VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter bcftools stats output_file bcftools_stats Summary Statistics out_file1 SnpEff eff: snpeff_output statsFile snpeff annotation.bed NGS0001.R1.fastq.qz NGS0001.R2.fastq.qz query.output.exome_summary 5th attempt.txt","[571, 905, 391]","[905, 571, 391]"
31,b33ad2032a655706.json,"Bioinformatics_Assignment_Shahid_Bashir annotation.bed Input dataset NGS0001.R1.fastq.qz Input dataset NGS0001.R2.fastq.qz Input dataset Convert BAM to BigWig output Convert Genomic Intervals To Strict BED output1 SnpEff databases: snpeff_dbs snpeff SnpEff download: snpeff_db snpeff FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Samtools flagstat output1 samtools_flagstat Samtools flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Convert BAM to coordinate-sorted BAM output Sort out_file1 VCFfilter: out_file1 vcffilter Samtools idxstats output samtools_idxstats Summary Statistics out_file1 bcftools stats output_file bcftools_stats ANNOVAR Annotate VCF output table_annovar SnpEff eff: snpeff_output statsFile csvFile snpeff Filter out_file1 annotation.bed NGS0001.R1.fastq.qz NGS0001.R2.fastq.qz","[585, 462, 368]","[462, 368, 243]"
32,76b8ed1c68678b62.json,Tutorial Reference-based RNA-Seq data analysis Drosophila melanogaster  Input dataset GSM461177_1 Input dataset GSM461177_2 Input dataset GSM461180_1 Input dataset GSM461180_2 Input dataset adapters contaminants limits FastQC html_file text_file fastqc Cutadapt out1 out2 report cutadapt adapters contaminants limits FastQC html_file text_file fastqc Cutadapt out1 out2 report cutadapt adapters contaminants limits FastQC html_file text_file fastqc Cutadapt out1 out2 report cutadapt adapters contaminants limits FastQC html_file text_file fastqc RNA STAR output_log splice_junctions mapped_reads rgrnastar RNA STAR output_log splice_junctions mapped_reads rgrnastar MultiQC stats html_report multiqc input refgene Infer Experiment output rseqc MultiQC stats html_report multiqc input refgene Infer Experiment output rseqc runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool Infer Experiment runtime parameter for tool Infer Experiment runtime parameter for tool Infer Experiment runtime parameter for tool Infer Experiment Drosophila melanogaster  GSM461177_1 GSM461177_2 GSM461180_1 GSM461180_2,"[679, 580, 42]","[42, 915, 287]"
33,36a92f1f6d2212a4.json,RNASeqSect2 KOs Input dataset collection WTs Input dataset collection input_tabular Column Join tabular_output collection_column_join input Filter out_file1 input Cut out_file1 infile1 infile2 Join output text_processing infile1 infile2 Join output text_processing DESeq2 deseq_out plots counts_out deseq2 runtime parameter for tool Column Join runtime parameter for tool Filter runtime parameter for tool Cut runtime parameter for tool Join runtime parameter for tool Join runtime parameter for tool Join runtime parameter for tool Join KOs WTs CreateMatrixCounts CreateFilterOnCounts GenesSelectedList FilterKOs FilterWTs DE Analysis KOvsWT,"[722, 275, 428]","[620, 19, 542]"
34,47e190ec408a71b1.json,G101 Exons Input dataset SNPs Input dataset Join output join Group out_file1 Sort out_file1 Select first out_file1 Join two Datasets out_file1 Cut out_file1,"[264, 1009, 728]","[264, 1009, 562]"
35,ce4d4397eb8a5298.json,Exploring Iris dataset with statistics and scatterplots iris.csv Input dataset Convert CSV to tabular tabular Remove beginning out_file1 Datamash out_file datamash_ops Advanced Cut output text_processing Group out_file1 Group out_file1 Group out_file1 Scatterplot with ggplot2 output1 output2 ggplot2_point Scatterplot with ggplot2 output1 output2 ggplot2_point Unique outfile text_processing iris.csv,"[308, 331, 374]","[308, 331, 249]"
36,db08887d7d6dc147.json,Workflow constructed from history 'Firefly mitogenome' FCHHL5WBBXX_L1_wHADPI051495-36_2.fq Input dataset FCHHL5WBBXX_L1_wHADPI051495-36_1.fq Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic FastQC html_file text_file fastqc FastQC html_file text_file fastqc Shovill shovill_std_log contigs contigs_graph shovill Quast quast_tabular report_html report_pdf log quast FCHHL5WBBXX_L1_wHADPI051495-36_2.fq FCHHL5WBBXX_L1_wHADPI051495-36_1.fq,"[907, 648, 469]","[92, 53, 878]"
37,c4aaf11b0cb6e5ac.json,"Workflow constructed from history 'K22063917 Assignment -wANNOVAR and SnpEffeff & SnpSift in one history' annotation.bed Input dataset NGS0001.R1.fastq.qz Input dataset NGS0001.R2.fastq.qz Input dataset query.output.exome_summary 5th attempt.txt Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Flagstat output1 samtools_flagstat Flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam IdxStats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Sort out_file1 VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter bcftools stats output_file bcftools_stats Summary Statistics out_file1 SnpEff eff: snpeff_output statsFile csvFile snpeff SnpSift Filter output snpsift SnpSift Filter output snpsift SnpSift Filter output snpsift SnpSift Filter output snpsift SnpSift Filter output snpsift SnpSift Filter output snpsift SnpSift Filter output snpsift SnpSift Filter output snpsift SnpSift Filter output snpsift SnpSift Filter output snpsift annotation.bed NGS0001.R1.fastq.qz NGS0001.R2.fastq.qz query.output.exome_summary 5th attempt.txt","[833, 103, 268]","[103, 833, 1006]"
38,9e74e3455e47c813.json,Workflow constructed from history 'Project TEAM3' SRA Input dataset sequence (3).fasta Input dataset GCF_000005845.2_ASM584v2_genomic (5).fna.gz Input dataset GCF_000005845.2_ASM584v2_genomic (1).gff Input dataset GCF_000005845.2_ASM584v2_genomic.gff Input dataset DESeq2 deseq_out plots deseq2 Faster Download and Extract Reads in FASTQ list_paired output_collection output_collection_other log sra_tools FastQC html_file text_file fastqc Cutadapt out1 report cutadapt Bowtie2 output mapping_stats bowtie2 Bowtie2 output mapping_stats bowtie2 Bowtie2 output mapping_stats bowtie2 MultiQC stats html_report multiqc FastQC html_file text_file fastqc Cutadapt out1 report cutadapt MultiQC stats html_report multiqc MultiQC stats html_report multiqc MultiQC stats html_report multiqc featureCounts output_short output_summary featurecounts Flatten collection output FastQC html_file text_file fastqc MultiQC stats html_report multiqc Flatten collection output SRA sequence (3).fasta GCF_000005845.2_ASM584v2_genomic (5).fna.gz GCF_000005845.2_ASM584v2_genomic (1).gff GCF_000005845.2_ASM584v2_genomic.gff,"[621, 68, 243]","[621, 847, 1000]"
39,385ac7ec85e37e3e.json,RNAseq1 Input dataset reference genome Input dataset reference annotation Input dataset readtype Trimmomatic fastq_out trimmomatic library reference_genome HISAT2 output_alignments hisat2 gfffile samfile htseq-count counts othercounts htseq_count runtime parameter for tool Trimmomatic runtime parameter for tool HISAT2 runtime parameter for tool HISAT2 runtime parameter for tool htseq-count runtime parameter for tool htseq-count reference genome reference annotation,"[12, 139, 406]","[152, 124, 589]"
40,433a71f7f2d17834.json,Coding Exons with the largest number of Simple Repeats Input Dataset Input dataset Input Dataset Input dataset Join output join Group out_file1 Sort out_file1,"[1013, 985, 264]","[126, 431, 978]"
41,88ac2698fa170993.json,"Workflow constructed from history 'My Example -Aug 27,20' Exons Input dataset SNPs Input dataset Join output join Group out_file1 Sort outfile text_processing Select first out_file1 Join two Datasets out_file1 Advanced Cut output text_processing","[173, 880, 422]","[551, 1009, 173]"
42,794e7e952003d3d9.json,BINF6000 workflow1 Read 1 Input dataset Read 2 Input dataset genome annotation_gtf Input dataset Trimmomatic fastq_out trimmomatic adapters contaminants limits FastQC html_file text_file fastqc adapters contaminants limits FastQC html_file text_file fastqc Trimmomatic fastq_out trimmomatic adapters contaminants limits FastQC html_file text_file fastqc TopHat align_summary insertions deletions junctions accepted_hits tophat2 TopHat align_summary insertions deletions junctions accepted_hits tophat2 adapters contaminants limits FastQC html_file text_file fastqc Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks Cuffmerge merged_transcripts cuffmerge Cuffdiff splicing_diff promoters_diff cds_diff cds_exp_fpkm_tracking cds_fpkm_tracking tss_groups_exp tss_groups_fpkm_tracking genes_exp genes_fpkm_tracking isoforms_exp isoforms_fpkm_tracking cuffdiff runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC Read 1 Read 2 genome annotation_gtf Trimmomatic 1 FastQC 1 FastQC 2 Trimmomatic 2 FastQC on trimmed Read 1 TopHat 1 TopHat 2 Fast QC on trimmed Read 2 Cufflinks 1 Cufflinks 2,"[702, 771, 767]","[195, 456, 951]"
